"Retailer","Retailer_ID","Invoice_Date","Region","State","City","Product","Price_per_Unit","Units_Sold","Total_Sale","Operating_Profit","Operating_Margin","Sales_Method"
"West Gear","1185732","2020-09-18","Southeast","Florida","Miami","Men's Athletic Footwear","55","252","13860","623","45%","Online"
"West Gear","1185732","2020-09-19","Southeast","Florida","Miami","Women's Street Footwear","53","231","12243","453","37%","Online"
"Foot Locker","1185732","2020-09-20","Southeast","Florida","Miami","Women's Athletic Footwear","44","233","10252","410","40%","Online"
"Foot Locker","1185732","2020-09-21","Southeast","Florida","Miami","Men's Apparel","52","225","11700","526","45%","Online"
"Foot Locker","1185732","2020-09-22","Southeast","Florida","Miami","Women's Apparel","56","278","15568","949","61%","Online"
"Foot Locker","1185732","2020-09-23","Southeast","Florida","Miami","Men's Street Footwear","53","284","15052","827","55%","Online"
"Foot Locker","1185732","2020-09-24","Southeast","Florida","Miami","Men's Athletic Footwear","46","255","11730","527","45%","Online"
"Sports Direct","1185732","2020-09-25","Southeast","Florida","Miami","Women's Street Footwear","41","225","9225","341","37%","Online"
"Sports Direct","1185732","2020-09-26","Southeast","Florida","Miami","Women's Athletic Footwear","42","210","8820","379","43%","Online"
"Sports Direct","1185732","2020-09-27","Southeast","Florida","Miami","Men's Apparel","50","210","10500","525","50%","Online"
"Sports Direct","1185732","2020-09-28","Southeast","Florida","Miami","Women's Apparel","55","223","12265","772","63%","Online"
"Sports Direct","1185732","2020-09-29","Southeast","Florida","Miami","Men's Street Footwear","56","270","15120","907","60%","Online"
"Sports Direct","1185732","2020-09-30","Southeast","Florida","Miami","Men's Athletic Footwear","47","215","10105","454","45%","Online"
"Sports Direct","1185732","2020-10-01","Southeast","Florida","Miami","Women's Street Footwear","47","203","9541","372","39%","Online"
"Sports Direct","1185732","2020-10-02","Southeast","Florida","Miami","Women's Athletic Footwear","45","182","8190","360","44%","Online"
"Sports Direct","1185732","2020-10-03","Southeast","Florida","Miami","Men's Apparel","57","189","10773","538","50%","Online"
"Sports Direct","1185732","2020-10-04","Southeast","Florida","Miami","Women's Apparel","59","223","13157","855","65%","Online"
"Sports Direct","1185732","2020-10-05","Southeast","Florida","Miami","Men's Street Footwear","56","244","13664","792","58%","Online"
"Sports Direct","1185732","2020-10-06","Southeast","Florida","Miami","Men's Athletic Footwear","49","224","10976","526","48%","Online"
"Sports Direct","1185732","2020-10-07","Southeast","Florida","Miami","Women's Street Footwear","46","224","10304","381","37%","Online"
"Sports Direct","1185732","2020-10-08","Southeast","Florida","Miami","Women's Athletic Footwear","49","202","9898","435","44%","Online"
"Sports Direct","1185732","2020-10-09","Southeast","Florida","Miami","Men's Apparel","64","195","12480","624","50%","Online"
"Sports Direct","1185732","2020-10-10","Southeast","Florida","Miami","Women's Apparel","64","213","13632","817","60%","Online"
"Sports Direct","1185732","2020-05-24","Southeast","Florida","Miami","Men's Street Footwear","63","323","20349","1139","56%","Online"
"Sports Direct","1185732","2020-05-24","Southeast","Florida","Miami","Men's Athletic Footwear","51","254","12954","608","47%","Online"
"Sports Direct","1185732","2020-05-24","Southeast","Florida","Miami","Women's Street Footwear","52","248","12896","477","37%","Online"
"Sports Direct","1185732","2020-05-24","Southeast","Florida","Miami","Women's Athletic Footwear","54","209","11286","485","43%","Online"
"Foot Locker","1185732","2020-05-24","Southeast","Florida","Miami","Men's Apparel","60","202","12120","593","49%","Online"
"Foot Locker","1185732","2020-05-24","Southeast","Florida","Miami","Women's Apparel","64","219","14016","883","63%","Online"
"Foot Locker","1185732","2020-10-17","Southeast","Florida","Miami","Men's Street Footwear","33","131","4323","194","45%","Online"
"Foot Locker","1185732","2020-10-18","Southeast","Florida","Miami","Men's Athletic Footwear","33","65","2145","858","40%","Online"
"Foot Locker","1185732","2020-10-19","Southeast","Florida","Miami","Women's Street Footwear","24","63","1512","665","44%","Online"
"Foot Locker","1185732","2020-10-20","Southeast","Florida","Miami","Women's Athletic Footwear","29","26","754","339","45%","Online"
"Foot Locker","1185732","2020-10-21","Midwest","Minnesota","Minneapolis","Men's Apparel","43","39","1677","755","45%","Online"
"Foot Locker","1185732","2020-10-22","Midwest","Minnesota","Minneapolis","Women's Apparel","32","65","2080","116","56%","Online"
"Foot Locker","1185732","2020-10-23","Midwest","Minnesota","Minneapolis","Men's Street Footwear","32","135","4320","194","45%","Online"
"Foot Locker","1185732","2020-10-24","Midwest","Minnesota","Minneapolis","Men's Athletic Footwear","34","38","1292","581","45%","Online"
"Foot Locker","1185732","2020-10-25","Midwest","Minnesota","Minneapolis","Women's Street Footwear","25","56","1400","588","42%","Online"
"Foot Locker","1185732","2020-10-26","Midwest","Minnesota","Minneapolis","Women's Athletic Footwear","27","20","540","254","47%","Online"
"Foot Locker","1185732","2020-10-27","Midwest","Minnesota","Minneapolis","Men's Apparel","41","44","1804","740","41%","Online"
"Foot Locker","1185732","2020-10-28","Midwest","Minnesota","Minneapolis","Women's Apparel","34","65","2210","121","55%","Online"
"Foot Locker","1185732","2020-10-29","Midwest","Minnesota","Minneapolis","Men's Street Footwear","39","116","4524","226","50%","Online"
"Foot Locker","1185732","2020-10-30","Midwest","Minnesota","Minneapolis","Men's Athletic Footwear","38","35","1330","532","40%","Online"
"Foot Locker","1185732","2020-10-31","Midwest","Minnesota","Minneapolis","Women's Street Footwear","29","53","1537","692","45%","Online"
"Foot Locker","1185732","2020-11-01","Midwest","Minnesota","Minneapolis","Women's Athletic Footwear","32","7","224","112","50%","Online"
"Foot Locker","1185732","2020-11-02","Midwest","Minnesota","Minneapolis","Men's Apparel","47","19","893","375","42%","Online"
"Foot Locker","1185732","2020-11-03","Midwest","Minnesota","Minneapolis","Women's Apparel","38","47","1786","982","55%","Online"
"Foot Locker","1185732","2020-11-04","Midwest","Minnesota","Minneapolis","Men's Street Footwear","36","120","4320","203","47%","Online"
"Foot Locker","1185732","2020-11-05","Midwest","Minnesota","Minneapolis","Men's Athletic Footwear","38","28","1064","447","42%","Online"
"Foot Locker","1185732","2020-11-06","Midwest","Minnesota","Minneapolis","Women's Street Footwear","29","26","754","332","44%","Online"
"Foot Locker","1185732","2020-11-07","Midwest","Minnesota","Minneapolis","Women's Athletic Footwear","32","7","224","112","50%","Online"
"Foot Locker","1185732","2020-11-08","Midwest","Minnesota","Minneapolis","Men's Apparel","47","14","658","263","40%","Online"
"Foot Locker","1185732","2020-11-09","Midwest","Minnesota","Minneapolis","Women's Apparel","36","53","1908","114","60%","Online"
"Foot Locker","1185732","2020-11-10","Midwest","Minnesota","Minneapolis","Men's Street Footwear","48","116","5568","261","47%","Online"
"Foot Locker","1185732","2020-11-11","Midwest","Minnesota","Minneapolis","Men's Athletic Footwear","44","44","1936","794","41%","Online"
"Foot Locker","1185732","2020-11-12","Midwest","Minnesota","Minneapolis","Women's Street Footwear","37","38","1406","619","44%","Online"
"Foot Locker","1185732","2020-11-13","Midwest","Minnesota","Minneapolis","Women's Athletic Footwear","36","13","468","229","49%","Online"
"Foot Locker","1185732","2020-11-14","Midwest","Minnesota","Minneapolis","Men's Apparel","50","20","1000","410","41%","Online"
"Foot Locker","1185732","2020-11-15","Midwest","Minnesota","Minneapolis","Women's Apparel","58","51","2958","174","59%","Online"
"Foot Locker","1185732","2020-11-16","Midwest","Minnesota","Minneapolis","Men's Street Footwear","44","106","4664","228","49%","Online"
"Foot Locker","1185732","2020-11-17","Midwest","Minnesota","Minneapolis","Men's Athletic Footwear","38","49","1862","763","41%","Online"
"Foot Locker","1185732","2020-11-18","Midwest","Minnesota","Minneapolis","Women's Street Footwear","33","47","1551","698","45%","Online"
"Foot Locker","1185732","2020-11-19","Midwest","Minnesota","Minneapolis","Women's Athletic Footwear","32","45","1440","677","47%","Online"
"Foot Locker","1185732","2020-11-20","Midwest","Minnesota","Minneapolis","Men's Apparel","49","45","2205","926","42%","Online"
"Foot Locker","1185732","2020-11-21","Midwest","Minnesota","Minneapolis","Women's Apparel","53","81","4293","240","56%","Online"
"Foot Locker","1185732","2020-11-22","Midwest","Minnesota","Minneapolis","Men's Street Footwear","49","160","7840","368","47%","Online"
"Foot Locker","1185732","2020-11-23","Midwest","Minnesota","Minneapolis","Men's Athletic Footwear","42","75","3150","141","45%","Online"
"Foot Locker","1185732","2020-11-24","Midwest","Minnesota","Minneapolis","Women's Street Footwear","36","63","2268","953","42%","Online"
"Foot Locker","1185732","2020-11-25","Midwest","Minnesota","Minneapolis","Women's Athletic Footwear","38","51","1938","930","48%","Online"
"Foot Locker","1185732","2020-11-26","Midwest","Minnesota","Minneapolis","Men's Apparel","49","58","2842","116","41%","Online"
"Foot Locker","1185732","2020-11-27","Midwest","Minnesota","Minneapolis","Women's Apparel","54","98","5292","291","55%","Online"
"Foot Locker","1185732","2020-11-28","Midwest","Minnesota","Minneapolis","Men's Street Footwear","47","137","6439","302","47%","Online"
"Foot Locker","1185732","2020-11-29","Midwest","Minnesota","Minneapolis","Men's Athletic Footwear","43","87","3741","153","41%","Online"
"Foot Locker","1185732","2020-11-30","Midwest","Minnesota","Minneapolis","Women's Street Footwear","37","68","2516","100","40%","Online"
"Foot Locker","1185732","2020-12-01","Midwest","Minnesota","Minneapolis","Women's Athletic Footwear","33","47","1551","760","49%","Online"
"Foot Locker","1185732","2020-12-02","Midwest","Minnesota","Minneapolis","Men's Apparel","42","42","1764","723","41%","Online"
"Foot Locker","1185732","2020-12-03","Midwest","Minnesota","Minneapolis","Women's Apparel","46","88","4048","230","57%","Online"
"Foot Locker","1185732","2020-12-04","Midwest","Minnesota","Minneapolis","Men's Street Footwear","43","113","4859","233","48%","Online"
"Foot Locker","1185732","2020-12-05","Midwest","Minnesota","Minneapolis","Men's Athletic Footwear","37","73","2701","121","45%","Online"
"Foot Locker","1185732","2020-12-06","Midwest","Minnesota","Minneapolis","Women's Street Footwear","24","41","984","394","40%","Online"
"Foot Locker","1185732","2020-12-07","Midwest","Minnesota","Minneapolis","Women's Athletic Footwear","24","31","744","342","46%","Online"
"Foot Locker","1185732","2020-12-08","Midwest","Minnesota","Minneapolis","Men's Apparel","32","34","1088","479","44%","Online"
"Foot Locker","1185732","2020-12-09","Midwest","Minnesota","Minneapolis","Women's Apparel","39","52","2028","115","57%","Online"
"Foot Locker","1185732","2020-12-10","Midwest","Minnesota","Minneapolis","Men's Street Footwear","41","98","4018","188","47%","Online"
"Foot Locker","1185732","2020-12-11","Midwest","Minnesota","Minneapolis","Men's Athletic Footwear","34","58","1972","848","43%","Online"
"Foot Locker","1185732","2020-12-12","Midwest","Minnesota","Minneapolis","Women's Street Footwear","32","25","800","336","42%","Online"
"Foot Locker","1185732","2020-12-13","Midwest","Minnesota","Minneapolis","Women's Athletic Footwear","32","21","672","309","46%","Online"
"Foot Locker","1185732","2020-12-14","Midwest","Minnesota","Minneapolis","Men's Apparel","41","19","779","327","42%","Online"
"Foot Locker","1185732","2020-12-15","Midwest","Minnesota","Minneapolis","Women's Apparel","49","60","2940","176","60%","Online"
"Foot Locker","1185732","2020-12-16","Midwest","Minnesota","Minneapolis","Men's Street Footwear","46","91","4186","196","47%","Online"
"Foot Locker","1185732","2020-12-17","Midwest","Minnesota","Minneapolis","Men's Athletic Footwear","38","52","1976","790","40%","Online"
"Foot Locker","1185732","2020-12-18","Midwest","Minnesota","Minneapolis","Women's Street Footwear","36","38","1368","547","40%","Online"
"Foot Locker","1185732","2020-12-19","Midwest","Minnesota","Minneapolis","Women's Athletic Footwear","38","45","1710","838","49%","Online"
"Foot Locker","1185732","2020-12-20","Midwest","Minnesota","Minneapolis","Men's Apparel","52","34","1768","743","42%","Online"
"Foot Locker","1185732","2020-12-21","Midwest","Minnesota","Minneapolis","Women's Apparel","59","61","3599","215","60%","Online"
"Foot Locker","1185732","2020-12-22","Midwest","Minnesota","Minneapolis","Men's Street Footwear","50","124","6200","310","50%","Online"
"Foot Locker","1185732","2020-12-23","Midwest","Minnesota","Minneapolis","Men's Athletic Footwear","42","77","3234","145","45%","Online"
"Foot Locker","1185732","2020-12-24","Midwest","Minnesota","Minneapolis","Women's Street Footwear","44","56","2464","101","41%","Online"
"Foot Locker","1185732","2020-12-25","Midwest","Minnesota","Minneapolis","Women's Athletic Footwear","44","49","2156","105","49%","Online"
"Foot Locker","1185732","2020-12-26","Midwest","Minnesota","Minneapolis","Men's Apparel","54","44","2376","974","41%","Online"
"Foot Locker","1185732","2020-12-27","Midwest","Minnesota","Minneapolis","Women's Apparel","54","77","4158","237","57%","Online"
"Kohl's","1189833","2020-12-28","Midwest","Minnesota","Minneapolis","Men's Street Footwear","32","119","3808","220","58%","Online"
"Kohl's","1189833","2020-12-29","Midwest","Minnesota","Minneapolis","Men's Athletic Footwear","43","128","5504","231","42%","Online"
"Kohl's","1189833","2020-12-30","Midwest","Minnesota","Minneapolis","Women's Street Footwear","41","119","4879","287","59%","Online"
"Kohl's","1189833","2020-12-31","Midwest","Minnesota","Minneapolis","Women's Athletic Footwear","44","98","4312","224","52%","Online"
"Kohl's","1189833","2021-01-01","Midwest","Montana","Billings","Men's Apparel","47","77","3619","271","75%","Online"
"Kohl's","1189833","2021-01-02","Midwest","Montana","Billings","Women's Apparel","43","138","5934","231","39%","Online"
"Kohl's","1189833","2021-01-03","Midwest","Montana","Billings","Men's Street Footwear","34","158","5372","306","57%","Online"
"Kohl's","1189833","2021-01-04","Midwest","Montana","Billings","Men's Athletic Footwear","42","123","5166","232","45%","Online"
"Kohl's","1189833","2021-01-05","Midwest","Montana","Billings","Women's Street Footwear","43","122","5246","299","57%","Online"
"Kohl's","1189833","2021-01-06","Midwest","Montana","Billings","Women's Athletic Footwear","44","81","3564","196","55%","Online"
"Kohl's","1189833","2021-01-07","Midwest","Montana","Billings","Men's Apparel","48","59","2832","203","72%","Online"
"Kohl's","1189833","2021-01-08","Midwest","Montana","Billings","Women's Apparel","43","119","5117","189","37%","Online"
"Kohl's","1189833","2021-01-09","Midwest","Montana","Billings","Men's Street Footwear","32","173","5536","304","55%","Online"
"Kohl's","1189833","2021-01-10","Midwest","Montana","Billings","Men's Athletic Footwear","41","115","4715","193","41%","Online"
"Kohl's","1189833","2021-01-11","Midwest","Montana","Billings","Women's Street Footwear","42","128","5376","306","57%","Online"
"Kohl's","1189833","2021-01-12","Midwest","Montana","Billings","Women's Athletic Footwear","44","91","4004","212","53%","Online"
"Kohl's","1189833","2021-01-13","Midwest","Montana","Billings","Men's Apparel","48","60","2880","204","71%","Online"
"Kohl's","1189833","2021-01-14","Midwest","Montana","Billings","Women's Apparel","42","112","4704","183","39%","Online"
"Kohl's","1189833","2021-01-15","Midwest","Montana","Billings","Men's Street Footwear","44","161","7084","418","59%","Online"
"Kohl's","1189833","2021-01-16","Midwest","Montana","Billings","Men's Athletic Footwear","43","101","4343","195","45%","Online"
"Kohl's","1189833","2021-01-17","Midwest","Montana","Billings","Women's Street Footwear","44","120","5280","316","60%","Online"
"Kohl's","1189833","2021-01-18","Midwest","Montana","Billings","Women's Athletic Footwear","36","78","2808","140","50%","Online"
"Kohl's","1189833","2021-01-19","Midwest","Montana","Billings","Men's Apparel","44","56","2464","182","74%","Online"
"Kohl's","1189833","2021-01-20","Midwest","Montana","Billings","Women's Apparel","55","101","5555","216","39%","Online"
"Kohl's","1189833","2021-01-21","Midwest","Montana","Billings","Men's Street Footwear","39","150","5850","333","57%","Online"
"Kohl's","1189833","2021-01-22","Midwest","Montana","Billings","Men's Athletic Footwear","41","106","4346","191","44%","Online"
"Kohl's","1189833","2021-01-23","Midwest","Montana","Billings","Women's Street Footwear","44","111","4884","268","55%","Online"
"Kohl's","1189833","2021-01-24","Midwest","Montana","Billings","Women's Athletic Footwear","38","88","3344","177","53%","Online"
"Kohl's","1189833","2021-01-25","Midwest","Montana","Billings","Men's Apparel","41","61","2501","185","74%","Online"
"Kohl's","1189833","2021-01-26","Midwest","Montana","Billings","Women's Apparel","59","108","6372","242","38%","Online"
"Kohl's","1189833","2021-01-27","Midwest","Montana","Billings","Men's Street Footwear","36","169","6084","359","59%","Online"
"Kohl's","1189833","2021-01-28","Midwest","Montana","Billings","Men's Athletic Footwear","42","147","6174","253","41%","Online"
"Kohl's","1189833","2021-01-29","Midwest","Montana","Billings","Women's Street Footwear","44","165","7260","399","55%","Online"
"Kohl's","1189833","2021-01-30","Midwest","Montana","Billings","Women's Athletic Footwear","38","106","4028","213","53%","Online"
"Kohl's","1189833","2021-01-31","Midwest","Montana","Billings","Men's Apparel","41","75","3075","227","74%","Online"
"Kohl's","1189833","2021-02-01","Midwest","Montana","Billings","Women's Apparel","55","150","8250","297","36%","Online"
"Kohl's","1189833","2021-02-02","Midwest","Montana","Billings","Men's Street Footwear","37","203","7511","443","59%","Online"
"Kohl's","1189833","2021-02-03","Midwest","Montana","Billings","Men's Athletic Footwear","41","156","6396","275","43%","Online"
"Kohl's","1189833","2021-02-04","Midwest","Montana","Billings","Women's Street Footwear","44","143","6292","371","59%","Online"
"Kohl's","1189833","2021-02-05","Midwest","Montana","Billings","Women's Athletic Footwear","36","113","4068","215","53%","Online"
"Kohl's","1189833","2021-02-06","Midwest","Montana","Billings","Men's Apparel","42","124","5208","364","70%","Online"
"Kohl's","1189833","2021-02-07","Midwest","Montana","Billings","Women's Apparel","58","143","8294","290","35%","Online"
"Kohl's","1189833","2021-02-08","Midwest","Montana","Billings","Men's Street Footwear","42","203","8526","494","58%","Online"
"Kohl's","1189833","2021-02-09","Midwest","Montana","Billings","Men's Athletic Footwear","54","188","10152","436","43%","Online"
"Kohl's","1189833","2021-02-10","Midwest","Montana","Billings","Women's Street Footwear","49","130","6370","375","59%","Online"
"Kohl's","1189833","2021-02-11","Midwest","Montana","Billings","Women's Athletic Footwear","41","106","4346","234","54%","Online"
"Kohl's","1189833","2021-02-12","Midwest","Montana","Billings","Men's Apparel","52","106","5512","385","70%","Online"
"Kohl's","1189833","2021-02-13","Midwest","Montana","Billings","Women's Apparel","56","112","6272","238","38%","Online"
"Kohl's","1189833","2021-02-14","Midwest","Montana","Billings","Men's Street Footwear","41","180","7380","428","58%","Online"
"Kohl's","1189833","2021-02-15","Midwest","Montana","Billings","Men's Athletic Footwear","48","156","7488","329","44%","Online"
"Kohl's","1189833","2021-02-16","Midwest","Montana","Billings","Women's Street Footwear","42","117","4914","275","56%","Online"
"Kohl's","1189833","2021-02-17","Midwest","Montana","Billings","Women's Athletic Footwear","41","116","4756","261","55%","Online"
"Kohl's","1189833","2021-02-18","Midwest","Montana","Billings","Men's Apparel","50","100","5000","365","73%","Online"
"Kohl's","1189833","2021-02-19","Midwest","Montana","Billings","Women's Apparel","59","122","7198","287","40%","Online"
"Kohl's","1189833","2021-02-20","Midwest","Montana","Billings","Men's Street Footwear","44","160","7040","394","56%","Online"
"Kohl's","1189833","2021-02-21","Midwest","Montana","Billings","Men's Athletic Footwear","49","160","7840","337","43%","Online"
"Kohl's","1189833","2021-02-22","Midwest","Montana","Billings","Women's Street Footwear","41","116","4756","271","57%","Online"
"Kohl's","1189833","2021-02-23","Midwest","Montana","Billings","Women's Athletic Footwear","44","105","4620","240","52%","Online"
"Kohl's","1189833","2021-02-24","Midwest","Montana","Billings","Men's Apparel","54","98","5292","396","75%","Online"
"Kohl's","1189833","2021-02-25","Midwest","Montana","Billings","Women's Apparel","58","108","6264","244","39%","Online"
"Kohl's","1189833","2021-02-26","Midwest","Montana","Billings","Men's Street Footwear","38","167","6346","374","59%","Online"
"Kohl's","1189833","2021-02-27","Midwest","Montana","Billings","Men's Athletic Footwear","42","173","7266","297","41%","Online"
"Kohl's","1189833","2021-02-28","Midwest","Montana","Billings","Women's Street Footwear","37","123","4551","259","57%","Online"
"Kohl's","1189833","2021-03-01","Midwest","Montana","Billings","Women's Athletic Footwear","39","119","4641","255","55%","Online"
"Kohl's","1189833","2021-03-02","Midwest","Montana","Billings","Men's Apparel","51","113","5763","426","74%","Online"
"Kohl's","1189833","2021-03-03","Midwest","Montana","Billings","Women's Apparel","56","133","7448","283","38%","Online"
"Kohl's","1189833","2021-03-04","Midwest","Montana","Billings","Men's Street Footwear","41","196","8036","450","56%","Online"
"Kohl's","1189833","2021-03-05","Midwest","Montana","Billings","Men's Athletic Footwear","45","182","8190","352","43%","Online"
"Kohl's","1189833","2021-03-06","Midwest","Montana","Billings","Women's Street Footwear","42","133","5586","335","60%","Online"
"Kohl's","1189833","2021-03-07","Midwest","Montana","Billings","Women's Athletic Footwear","43","143","6149","313","51%","Online"
"Kohl's","1189833","2021-03-08","Midwest","Montana","Billings","Men's Apparel","53","120","6360","464","73%","Online"
"Kohl's","1189833","2021-03-09","Midwest","Montana","Billings","Women's Apparel","55","130","7150","286","40%","Online"
"Sports Direct","1197831","2021-03-10","Midwest","Montana","Billings","Men's Street Footwear","18","210","3780","189","50%","Online"
"Sports Direct","1197831","2021-03-11","Midwest","Montana","Billings","Men's Athletic Footwear","29","182","5278","242","46%","Online"
"Sports Direct","1197831","2021-03-12","Midwest","Montana","Billings","Women's Street Footwear","27","130","3510","158","45%","Online"
"Sports Direct","1197831","2021-03-13","Midwest","Montana","Billings","Women's Athletic Footwear","32","135","4320","246","57%","Online"
"Sports Direct","1197831","2021-03-14","South","Tennessee","Knoxville","Men's Apparel","39","95","3705","148","40%","Online"
"Sports Direct","1197831","2021-03-15","South","Tennessee","Knoxville","Women's Apparel","33","125","4125","268","65%","Online"
"Sports Direct","1197831","2021-03-16","South","Tennessee","Knoxville","Men's Street Footwear","24","169","4056","202","50%","Online"
"Sports Direct","1197831","2021-03-17","South","Tennessee","Knoxville","Men's Athletic Footwear","33","181","5973","286","48%","Online"
"Sports Direct","1197831","2021-03-18","South","Tennessee","Knoxville","Women's Street Footwear","32","122","3904","187","48%","Online"
"Sports Direct","1197831","2021-03-19","South","Tennessee","Knoxville","Women's Athletic Footwear","33","108","3564","213","60%","Online"
"Sports Direct","1197831","2021-03-20","South","Tennessee","Knoxville","Men's Apparel","37","83","3071","125","41%","Online"
"Sports Direct","1197831","2021-03-21","South","Tennessee","Knoxville","Women's Apparel","32","133","4256","272","64%","Online"
"Sports Direct","1197831","2021-03-22","South","Tennessee","Knoxville","Men's Street Footwear","27","189","5103","260","51%","Online"
"Sports Direct","1197831","2021-03-23","South","Tennessee","Knoxville","Men's Athletic Footwear","37","163","6031","313","52%","Online"
"Sports Direct","1197831","2021-03-24","South","Tennessee","Knoxville","Women's Street Footwear","28","124","3472","191","55%","Online"
"Sports Direct","1197831","2021-03-25","South","Tennessee","Knoxville","Women's Athletic Footwear","33","101","3333","213","64%","Online"
"Sports Direct","1197831","2021-03-26","South","Tennessee","Knoxville","Men's Apparel","39","69","2691","126","47%","Online"
"Sports Direct","1197831","2021-03-27","South","Tennessee","Knoxville","Women's Apparel","33","111","3663","241","66%","Online"
"Sports Direct","1197831","2021-03-28","South","Tennessee","Knoxville","Men's Street Footwear","19","169","3211","160","50%","Online"
"Sports Direct","1197831","2021-03-29","South","Tennessee","Knoxville","Men's Athletic Footwear","24","176","4224","215","51%","Online"
"Sports Direct","1197831","2021-03-30","South","Tennessee","Knoxville","Women's Street Footwear","19","135","2565","141","55%","Online"
"Sports Direct","1197831","2021-03-31","South","Tennessee","Knoxville","Women's Athletic Footwear","23","112","2576","167","65%","Online"
"Sports Direct","1197831","2021-04-01","South","Tennessee","Knoxville","Men's Apparel","28","84","2352","105","45%","Online"
"Sports Direct","1197831","2021-04-02","South","Tennessee","Knoxville","Women's Apparel","24","161","3864","262","68%","Online"
"Sports Direct","1197831","2021-04-03","South","Tennessee","Knoxville","Men's Street Footwear","14","189","2646","132","50%","Online"
"Sports Direct","1197831","2021-04-04","South","Tennessee","Knoxville","Men's Athletic Footwear","23","218","5014","250","50%","Online"
"Sports Direct","1197831","2021-04-05","South","Tennessee","Knoxville","Women's Street Footwear","19","180","3420","184","54%","Online"
"Sports Direct","1197831","2021-04-06","South","Tennessee","Knoxville","Women's Athletic Footwear","27","142","3834","230","60%","Online"
"Sports Direct","1197831","2021-04-07","South","Tennessee","Knoxville","Men's Apparel","41","106","4346","213","49%","Online"
"Sports Direct","1197831","2021-04-08","South","Tennessee","Knoxville","Women's Apparel","38","202","7676","514","67%","Online"
"Sports Direct","1197831","2021-04-09","South","Tennessee","Knoxville","Men's Street Footwear","36","217","7812","398","51%","Online"
"Sports Direct","1197831","2021-04-10","South","Tennessee","Knoxville","Men's Athletic Footwear","42","202","8484","432","51%","Online"
"Sports Direct","1197831","2021-04-11","South","Tennessee","Knoxville","Women's Street Footwear","36","169","6084","310","51%","Online"
"Sports Direct","1197831","2021-04-12","South","Tennessee","Knoxville","Women's Athletic Footwear","36","174","6264","382","61%","Online"
"Sports Direct","1197831","2021-04-13","South","Tennessee","Knoxville","Men's Apparel","43","145","6235","299","48%","Online"
"Sports Direct","1197831","2021-04-14","South","Tennessee","Knoxville","Women's Apparel","49","236","11564","751","65%","Online"
"Sports Direct","1197831","2021-04-15","South","Tennessee","Knoxville","Men's Street Footwear","36","215","7740","441","57%","Online"
"Sports Direct","1197831","2021-04-16","South","Tennessee","Knoxville","Men's Athletic Footwear","43","206","8858","513","58%","Online"
"Sports Direct","1197831","2021-04-17","South","Tennessee","Knoxville","Women's Street Footwear","36","263","9468","568","60%","Online"
"Sports Direct","1197831","2021-04-18","South","Tennessee","Knoxville","Women's Athletic Footwear","37","161","5957","387","65%","Online"
"Sports Direct","1197831","2021-04-19","South","Tennessee","Knoxville","Men's Apparel","43","165","7095","376","53%","Online"
"Sports Direct","1197831","2021-04-20","South","Tennessee","Knoxville","Women's Apparel","52","223","11596","811","70%","Online"
"Sports Direct","1197831","2021-04-21","South","Tennessee","Knoxville","Men's Street Footwear","41","233","9553","544","57%","Online"
"Sports Direct","1197831","2021-04-22","South","Tennessee","Knoxville","Men's Athletic Footwear","54","233","12582","717","57%","Online"
"Sports Direct","1197831","2021-04-23","South","Tennessee","Knoxville","Women's Street Footwear","46","285","13110","786","60%","Online"
"Sports Direct","1197831","2021-04-24","South","Tennessee","Knoxville","Women's Athletic Footwear","42","133","5586","385","69%","Online"
"Sports Direct","1197831","2021-04-25","South","Tennessee","Knoxville","Men's Apparel","49","133","6517","345","53%","Online"
"Sports Direct","1197831","2021-04-26","South","Tennessee","Knoxville","Women's Apparel","53","181","9593","681","71%","Online"
"Sports Direct","1197831","2021-04-27","South","Tennessee","Knoxville","Men's Street Footwear","49","182","8918","535","60%","Online"
"Sports Direct","1197831","2021-04-28","South","Tennessee","Knoxville","Men's Athletic Footwear","47","169","7943","476","60%","Online"
"Sports Direct","1197831","2021-04-29","South","Tennessee","Knoxville","Women's Street Footwear","54","182","9828","579","59%","Online"
"Sports Direct","1197831","2021-04-30","South","Tennessee","Knoxville","Women's Athletic Footwear","53","100","5300","371","70%","Online"
"Sports Direct","1197831","2021-05-01","South","Tennessee","Knoxville","Men's Apparel","47","120","5640","287","51%","Online"
"Sports Direct","1197831","2021-05-02","South","Tennessee","Knoxville","Women's Apparel","42","163","6846","506","74%","Online"
"Sports Direct","1197831","2021-05-03","South","Tennessee","Knoxville","Men's Street Footwear","33","173","5709","325","57%","Online"
"Sports Direct","1197831","2021-05-04","South","Tennessee","Knoxville","Men's Athletic Footwear","32","150","4800","288","60%","Online"
"Sports Direct","1197831","2021-05-05","South","Tennessee","Knoxville","Women's Street Footwear","36","147","5292","306","58%","Online"
"Sports Direct","1197831","2021-05-06","South","Tennessee","Knoxville","Women's Athletic Footwear","38","98","3724","260","70%","Online"
"Sports Direct","1197831","2021-05-07","South","Tennessee","Knoxville","Men's Apparel","32","88","2816","143","51%","Online"
"Sports Direct","1197831","2021-05-08","South","Tennessee","Knoxville","Women's Apparel","43","131","5633","399","71%","Online"
"Sports Direct","1197831","2021-05-09","South","Tennessee","Knoxville","Men's Street Footwear","29","196","5684","318","56%","Online"
